,character,line,episode number
23640,ELAINE, Just read it!,169
23641,JERRY,  Pretty good.,169
23642,ELAINE, Pretty good? Well uh! This is a gem . Kramer look it.........What? It's funny.,169
23643,JERRY, It's a pig at a complain department.,169
23644,ELAINE," And he's saying "" I wish I was taller"" ha ha. See? that's his complaint.",169
23645,JERRY, I get it.,169
23646,ELAINE, Do you!!!.. because that's not a normal complaint.,169
23647,JERRY," How 'bout if it was something like "" I can't find my receipt my place's a stye.",169
23648,ELAINE, Everything with you has to be so .. jokey.,169
23649,JERRY, I'm a comedian.,169
23650,ELAINE," I wish I was taller, that's, that's, that's nice. that's real.",169
23651,JERRY, Well I got a complaint. This cartoon stinks.,169
23652,ELAINE," I'll tell you who doesn't think it stinks, The New Yorker. that's right. They're publishing it in their next issue. Oh! you know what I just ran into Newman in the hall and he said you tried to grope Sally Weaver.",169
23653,JERRY, oh! that's it I'm gonna put an end to this.,169
23654,ELAINE," The pig says ""my wife is a slut.""",169
23655,JERRY," Now that's a complaint. ...Hello Sally, yeah this is Jerry,I just wanted to leave you a message that I caught your little piece on TV and..",169
23656,JERRY, ....I'm getting a little tired of hearing how horrible I am and would appreciate it if you would leave me out of your act all together.,169
23657,JERRY,  That's it I'm calling in the big guns.,169
23658,SALLY," To cease and desist on behalf of my client, Jerry Seinfeld. Signed ; Crybaby Jerry Seinfeld's Lawyer. Ok but I got two words for you Jerry Seinfeld......You",169
23659,JERRY, How could she say that on TV?.. And how did she get a cable special . I 've never gotten a cable special.....well that's it I'm not giving her any more material. We are incommunicado.  ...Exactly.,169
23660,ELAINE," Check it out, from the new issue of the New Yorker...huh!...Funny isn't it?  Look at it, the pig wants to be taller and what's this guy gonna say?.. he he...Nothin'..he he.",169
23661,PETERMAN," Elaine, I'm afraid I have incurred yet another flat tire.",169
23662,ELAINE, Can I fix that after lunch sir?,169
23663,PETERMAN," Oh! no right away, chop, chop........Oh! a new cartoon.....""I wish I was taller  I'd like to see that complaint get rectified. ",169
23664,ELAINE,  You see? You see? Smart people think this is funny and you want to know why? 'Cause I wrote it.,169
23665,DUGAN, You shouldn't make fun of pigs. ,169
23666,PETERMAN,  Flash of lightning Elaine I just realized why I like this cartoon so much.,169
23667,ELAINE, Oh! Do tell sir?,169
23668,PETERMAN, It's a Ziggy!,169
23669,ELAINE, A Ziggy?,169
23670,PETERMAN," That irreverence, that wit I'd recognize it anywhere. Some charlatan has stolen a Ziggy and passed it off as his own. I can prove it. Quick Elaine, to my archives.",169
23671,GEORGE," You know, you know what's great about our relationship?...It's not about looks.",169
23672,JANET, It's not?,169
23673,GEORGE," No, Can't be...For instance I remember when we first met, we had a great conversation.",169
23674,JANET, I remember you said I was the prettiest girl at the party.,169
23675,GEORGE, ....But after that we really talked didn't we?,169
23676,JANET," Well,you told me how familiar I looked and that you must have seen me somewhere before.",169
23677,GEORGE, Na....no ... This relationship he..he..has got to be about something and fast or I'm in very serious and weird trouble....hum What else happened?,169
23678,JANET, You asked for a piece of gum because you thought your breath smelled like hummus.,169
23679,GEORGE, Aw right YES! GUM! Good enough I'll take it.,169
23680,JANET, I like gum.,169
23681,GEORGE, I do too. you see that's what we're about . You don't remind me of anyone and we love gum.,169
23682,JANET, I have gum in my hair.,169
23683,GEORGE, I'm losin' it,169
23684,SALLY,"  Hey! Your Jerry's friend. You're Goofy, mind if I sit. My show is going really well. Have you seen it yet? you should. Everybody else have and you know what? I got recognized the other day, How weird is that. I know . At first I liked the attention but it's like Whoa!! take three steps back, Get a life, okay. but then there wouldn't be a Sally Weaver without the fans, know what I mean. But who am I? anyway. I mean there's Sally weaver the woman, Sally Weaver the artist, Sally Weaver the person...",169
23685,KRAMER,"  Now you gotta shut up!........I'm sorry, I..I haven't spoken in days.",169
23686,SALLY," Well, lay it on me string bean.",169
23687,JANET, Let me get this gum out of my hair and then I'll be ready for bed.,169
23688,GEORGE," OK Look, the gum isn't cutting it for me. We need to be about something else...anything..please.",169
23689,JANET, George.,169
23690,GEORGE, Your hair?,169
23691,JANET, Well I had to cut the gum out and I had a little trouble getting it even. So why don't you get undressed George. ,169
23692,GEORGE, George is in big trouble....,169
23693,JERRY, You ripped off a Ziggy?,169
23694,ELAINE," It must've seeped up my subconscious, Puddy has Ziggy bed sheets....D'you read the comics today?",169
23695,JERRY," I see that Ziggy's back at the complaint department.. ""The New Yorker is stealing my ideas."" ha ha ha See that's funny.....'cause it's real.",169
23696,ELAINE, Hey look it ;Sally's cable show's on ,169
23697,JERRY," Hey! Kramer come on in. You've got to watch this, now she's got nothing.",169
23698,SALLY,  Master of Evil Jerry Seinfeld has broke off all contacts with me.,169
23699,JERRY, That's right sister. Why don't you just give up?,169
23700,ELAINE, Why are you yelling at the TV?,169
23701,SALLY, ..OK get this; I heard he makes his best friend date women that look just like him.Hello issues..,169
23702,JERRY," Elaine, have you been talking to her?",169
23703,ELAINE, Hey! I'm just a fan..ha ha...,169
23704,SALLY, Oh and speaking of issues . Guess who got a no-polish manicure and begged his neighbor not to tell anyone?,169
23705,JERRY,  I thought you stopped talking??,169
23706,KRAMER, ...All right ..Starting now......,169
23707,JERRY, You broke up with her just because she cut her hair! how short?,169
23708,GEORGE, like that ,169
23709,JERRY, You mean like.. ,169
23710,GEORGE, ..That.,169
23711,JERRY, So she..,169
23712,GEORGE, Yes..,169
23713,JERRY, And you don't...,169
23714,GEORGE, Nooo...,169
23715,JERRY, So...,169
23716,GEORGE, Exactly..,169
23717,JERRY, Hmmmm...,169
23718,GEORGE, We...must never ever speak of this again..,169
23719,JERRY," No, no...... Hey uh.. you want to see a movie?",169
23720,GEORGE, Actually I think I'm gonna take a few days off ,169
23721,JERRY, I think that's for the best.,169
23722,JERRY," I'm not a foodie. I don't, ""Oh, this is too rare. Oh, it's too salty."" Just eat it and shut up. I'll eat anywhere, whatever they're having. I have eaten rotten rolls off of room service trays in hotel hallways. I have. It's not a joke. This is my life. I don't know, somebody left it. Why would someone poison a roll, and leave it in a hallway for some comic coming down at two o' clock in the morning? Why would they do that? Sometimes you go to a nice restaurant, they put the check in a little book. What is this? The story of the bill? ""Once upon a time, there were some very hungry people.."" What is this? A little gold tassle hanging down? Am I graduating from the restaurant? What is this about?",17
23723,ELAINE, Do you want some of mine?,17
23724,JERRY, Take some of mine.,17
23725,GEORGE," Why do I get pesto? Why do I think I'll like it? I keep trying to like it, like I have to like it.",17
23726,JERRY, Who said you have to like it?,17
23727,GEORGE," Everybody likes pesto. You walk into a restaurant, that's all you hear - pesto, pesto, pesto.",17
23728,JERRY, I don't like pesto.,17
23729,GEORGE, Where was pesto 10 years ago?,17
23730,JERRY,"  Look at that guy.  I'll bet you he's gettin' hair transplants. Any time you see a guy that age wearing a baseball cap, ten to one - plugs.",17
23731,ELAINE,"  The thing about that painting.. is with the colors and um..  Oh yeah, plugola.",17
23732,JERRY,"  Oh, one more thing about the car. Let it warm up for a minute.",17
23733,GEORGE, That's a tough minute. It's like waiting in the shower for the conditioner to work.,17
23734,JERRY, I don't understand why he couldn't take a cab.,17
23735,GEORGE, Who?,17
23736,JERRY," Elaine is having a ""houseguest."" She's picking him up at the airport tonight.",17
23737,GEORGE, A guy?,17
23738,ELAINE,"  Yes, a guy.",17
23739,JERRY," He's from a.. Yakima, right?",17
23740,ELAINE, Seattle.,17
23741,JERRY, Everybody's moving to Seattle.,17
23742,GEORGE, It's the pesto of cities. So..?,17
23743,ELAINE,  You tell him.,17
23744,JERRY," Well, from what I can piece together, our friend here met a gentleman.",17
23745,ELAINE, Ed.,17
23746,JERRY," Who was in town on a business venture, and um..",17
23747,ELAINE, ..We shared an interpersonal experience.  Go on.,17
23748,JERRY," So they went out a few times, but apparently, when the fellow returned home, he discovered that the Benes tattoo does not wash off so easily.",17
23749,ELAINE, On some people.,17
23750,GEORGE, Oooh.,17
23751,JERRY," So, he's coming in to stay with her for a week.",17
23752,ELAINE," It was just gonna be a weekend, but then somehow it became a week.",17
23753,MANAGER, What happened?,17
23754,GEORGE," Oh, the busboy left the menu a little close to the candle.",17
23755,MANAGER, Sorry to the disturbance.,17
23756,ELAINE,  I'm never eating here again.,17
23757,JERRY,"  Nice going. Thank you, that ought to get us a free dessert..  I think the busboy's in trouble.",17
23758,GEORGE, Did I get him in trouble? Because of what I said?! I just told him what happened.. he didn't do it on purpose..  He pointed at me. Why did he point at me?!,17
23759,ELAINE," I said I would never eat here again.. But, I, I.. he had to know I was kidding.",17
23760,JERRY,  I didn't say anything.,17
23761,GEORGE, I can't believe it. He's going! He's fired!,17
23762,ELAINE," Oh, I said it in a kidding way.",17
23763,GEORGE, I didn't know he'd get fired.,17
23764,JERRY,  He'll probably kill his family over this.,17
23765,GEORGE, What if he's waiting for me outside? He pointed at me! Did you see him point?!,17
23766,JERRY,  A lot of ex-cons become busboys. They seem to gravitate twards 'em.,17
23767,GEORGE, Was it my fault?,17
23768,ELAINE, Was it my fault?,17
23769,JERRY,  ..Maybe I'll try that pesto.,17
23770,JERRY," Look, I feel bad for him too, but he'll get another job. I mean, let's face it, it's not a profession where you embellish your resume and undergo a series of grueling interviews.",17
23771,GEORGE,"  Oh, like you really know busboys.",17
23772,JERRY," Oh, like you do.",17
23773,GEORGE," Hey, at least I was a camp waiter.",17
23774,JERRY,  Camp.,17
23775,GEORGE, It was a fat camp. Those kids depended on me.,17
23776,JERRY, Elaine?,17
23777,ELAINE,  Yeah.,17
23778,JERRY, Busboys are always changing jobs. That's the business. I know. I work with these guys. I tallk to them in the kitchen at the comedy clubs.,17
23779,GEORGE, Then why don't you try and get him another job?,17
23780,JERRY," I'd love to, but I don't know anything about him. He could be one of those people that walks around the street pricking people with pins.",17
23781,ELAINE," I don't know if you people are aware of this, but I am one clever chickadee.",17
23782,GEORGE, What? Did you get the busboy's number?,17
23783,ELAINE," His phone's been disconnected, but I was able to obtain an address - 1324 Amsterdam Avenue, apartment 4D.  Now, I did my job.  May I have the car keys, please?",17
23784,GEORGE, How did you get all this?,17
23785,ELAINE," Does the word ""charm"" mean anything to you?",17
23786,JERRY, No.  So now you're going to his apartment? I really think this is nuts.,17
23787,GEORGE,  I'd like to apologize. I want to tell him I.. I.. didn't mean to get him in trouble.,17
23788,JERRY," You, you're going now?",17
23789,GEORGE," Yeah, I want to see if there's anything I can do.. maybe get him another job.. maybe I'll hear of something.",17
23790,JERRY, Maybe the fat camp.  You're not going?,17
23791,ELAINE," I would, but I have to pick up Ed at the airport.",17
23792,JERRY, I just don't think you should go alone. Can't you wait till after my set?,17
23793,GEORGE, It'll take to long.,17
23794,JERRY, Take the K-man. A little support..,17
23795,GEORGE,  I don't a..,17
23796,KRAMER, Take me where? Where?,17
23797,GEORGE," Look, I really appreciate your coming, but if you wouldn't mind - try not to say too much.",17
23798,KRAMER, What am I gonna say?,17
23799,GEORGE, I don't know.,17
23800,KRAMER," Well, I'm not an idiot.",17
23801,GEORGE, Certainly not.,17
23802,KRAMER, Then we're cool.,17
23803,GEORGE," Yeah.. yeah, we're - we're cool.  Uh, I'm sorry to bother you, I was in the restaurant earlier and I was wondering if I could talk to you for a few minutes about what happened.  I hope I'm not interrupting anything. It's just that I think I may have - without realizing it - been responsible for getting you fired.  And.. and.. and I just want you to know that I didn't intend for that to happen.",17
23804,KRAMER,  He's a hell of a guy.,17
23805,GEORGE, This is a guy I know.. Kramer.,17
23806,KRAMER, ¿Habla espanol?,17
23807,GEORGE,  Oh my God.,17
23808,ANTONIO, Si.,17
23809,KRAMER, ¿Como se dice.. waterbed?,17
23810,GEORGE,"  Anyway, I just wanted to let you know I'm really sorry that happened, and if I can help out in any way, I'll certainly be glad to do that.  Well, I guess that's about it.",17
23811,KRAMER, You got anything to drink? ¿Agua?,17
23812,GEORGE, Oy uy uy..  We really should get going.,17
23813,KRAMER, Let me get a glass of water. ,17
23814,GEORGE, Hurry up.,17
23815,ANTONIO,  Pequita? Pequita? ,17
23816,KRAMER, His cat's gone.,17
23817,ANTONIO,"  La puerta esta abierta.  La puerta esta abierta!  Who left the door open?  Who left the door open?!  Come on, come on! Help me look! ",17
23818,KRAMER," ..You know, cats run away all the time. You know, my aunt, she had a cat. Ran away. Showed up three years later.. you never know. They got things in",17
23819,GEORGE,"  Once again, Antonio, I can't even begin to say how deeply, deeply sorry I am about everything. The job, the cat..  the lamp.",17
23820,KRAMER, The wire was sticking out..  Yeah.,17
23821,GEORGE,"  Here's my card. I'm in real estate, so, if you're ever looking for something bigger, something nicer..  ..maybe not right now. Anyway.. ",17
23822,KRAMER, You oughta get that wire fixed.  I got the door. ,17
23823,JERRY,"  George, stop worrying about this guy. It wasn't your fault.. Come on, he's not stalking you.",17
23824,KRAMER, Hey.,17
23825,JERRY,  Hey.  He doesn't even know where you live.. Who told you to give him your business card?..  That's Elaine.  Kramer..  George wants to know when you want to look for the cat again.,17
23826,KRAMER, It's been a week. It's up to the cat now.,17
23827,JERRY,  Kramer says it's up to the cat now.  It'll be on your conscience.,17
23828,KRAMER, Oh? How do you figure?,17
23829,JERRY,  How do you figure?  'Cause you're the one who left the door open.,17
23830,KRAMER, Why was I in charge of closing the door?,17
23831,JERRY,  Why was he in charge of closing the door?  'Cause you came in after him!,17
23832,KRAMER, So!,17
23833,JERRY,"  So!  So, the last person in should close the door!",17
23834,KRAMER, Let me talk to him.,17
23835,JERRY,  Talk - call him from your house.  He's calling you now.. okay. ,17
23836,ELAINE, Ed's downstairs. CAn I have the car keys?,17
23837,JERRY, No hello?,17
23838,ELAINE," Got any asprin?  Hello. Now, lookit, you guarantee this car will get me to the airport tomarrow? No problems?",17
23839,JERRY," Guarantee? ..Hey, it's a car.",17
23840,ELAINE," Because if there's even the slightest chance of any problem at all, I don't want to take it - because if I don't get this guy on a plane to Seattle and out of my life, I'm gonna kill him, and everyone who tries to stop me.",17
23841,JERRY,"  So, did you have a nice week together?",17
23842,ELAINE, I heard a little ping in the car last time. What was that ping?,17
23843,JERRY, There's no ping. Why are you so wacky?,17
23844,ELAINE," Jerry, you cannot imagine how much I hate this guy.. and he hasn't even done anything! It's the situation. He's a wonderful guy, but I hate his guts!",17
23845,JERRY," So, you two been, uh..",17
23846,ELAIEN," No! I told him I've been having my period for the last five days! I'm sleeping all squished over on the edge of my bed.. But, I've only got fourteen hours to go. Nothing can go wrong now. I think I've taken care of everything. I've confirmed the plane reservation. I've checked the weather..",17
23847,JERRY, What's your airport route?,17
23848,ELAINE, I've got it all mapped out - I'm taking the tunnel.,17
23849,JERRY, ..What about the Van Wyck?,17
23850,ELAINE," I spoke to a cab driver. For five bucks, he turned me on to the Rockaway Boulevard shortcut.",17
23851,JERRY, Oooh.,17
23852,ELAINE," Now, lookit, this plane leaves at 10",17
23853,JERRY, You still using that old alarm clock?,17
23854,ELAIEN," Oh, no, no. I bought a new one today. It's got everything - it's got everything... If you oversleep more than ten minutes, a hand comes out and slaps you in the face.",17
23855,JERRY," Flying doesn't make me nervous - driving to the airport can make you very nervous because when you're flying, when you're getting on the plane, if you miss that plane, there's no alternative. On the ground, you have options. You have buses, you have taxis, you have trains. But, when you're taking a flight, if you miss it, that's it. No airline goes, ""Well, you missed the flight, we do have a cannon leaving in about ten minutes. Would you be interested in that? It's not a direct cannon, you have to change cannons after you land.""  ""I'm sorry, where you goin'? Chicago?  Oh, Dallas? Alright, wait a second..  Dallas. That's about Dallas. Texas, anyway. You should hit Texas. Are you ready? Make sure you get out of the net immediately, because we shoot the luggage in right after you.""",17
23856,ELAINE,  Get up! The alarm clock didn't go off!  It's 9,17
23857,ED, 9,17
23858,ELAINE, Yes! 9,17
23859,ED,  We'll never make it. I'll leave tomarrow.,17
23860,ELAINE," Tomarrow?! Are you crazy? No, now, now! Let's go!  You get dressed! Get dressed!",17
23861,ED, Can I shower?,17
23862,ELAINE, Shower?! ARe you out of your mind?!,17
23863,ED, I gotta shower. I'll feel dirty all day.,17
23864,ELAINE, Forget the shower! The shower's out. Move it! Put your clothes on! Put your clothes on!  Where are you going?,17
23865,ED, The kitchen.,17
23866,ELAINE, The kitchen?!,17
23867,ED, I've got a bag of cashews in there.,17
23868,ELAINE, They're not making it! Let's get your pants on!,17
23869,ED, What's the big deal if we don't make it? I'll just go tomarrow or the next day.,17
23870,ELAINE, No! You have your ticket! You have to go now!,17
23871,ED, I'll never make it.,17
23872,ELAINE, Don't say that!,17
23873,ED, But it takes forty-five minutes to get there. That'll only leave me five minutes to get to the plane.,17
23874,ELAINE, Shut up and pack!,17
23875,ED, And what if I don't make the plane? You'll have already left. Then what will I do?,17
23876,ELAINE, You're talking too much!,17
23877,ED, Where's my sweater?,17
23878,ELAINE, What?!,17
23879,ED, My brown sweater.,17
23880,ELAINE, What? What sweater?,17
23881,ED, My brown sweater.,17
23882,ELAINE, You didn't bring a brown sweater.,17
23883,ED, I brought a brown sweater.,17
23884,ELAINE, Here! Here! You want a brown sweater?!  You got a brown sweater!,17
23885,ED, That's not mine. I can't take your sweater.,17
23886,ELAINE, It's brown! ,17
23887,ED, What are you doing?!,17
23888,ELAINE, NO time for folding..  I think that's it. ,17
23889,ED, My shoes. You packed my shoes.,17
23890,ELAINE, Shoes? Shoes?! Shoes?! Shoes weren't invented till the fourth century! People walked around for thousands of years without them!  I got this. Let's go!,17
23891,JERRY, Anywhere in the city?,17
23892,GEORGE, Anywhere in the city - I'll tell you the best public toilet.,17
23893,JERRY, Okay.. Fifty-fourth and Sixth?,17
23894,GEORGE," Sperry Rand Building. 14th floor, Morgan Apparel. Mention my name - she'll give you the key.",17
23895,JERRY, Alright.. Sixty-fifth and Tenth.,17
23896,GEORGE,"  ARe you kidding? Lincoln Center. Alice Tully Hall, the Met. Magnificent facilities.",17
23897,ELAINE,"  I never new I could drive like that. I was going faster than I've ever gone before, and yet, it all seemed to be happening in slow motion. I was seeing three and four moves ahead, weaving in and out of lanes like an Olympic skier on a gold metal run. I knew I was challenging the very laws of physics. At Queens Boulevard, I took the shoulder. At Jewel Avenue, I used the median. I had it. I was there.. and then.. I hit the Van Wyck. They say no one's ever beaten the Van Wyck, but gentlemen, I tell you this - I came as close as anyone ever has. And if it hadn't been for that five-car-pile-up on Rockaway Boulevard, that numbskull would be on a plane for Seattle right now instead of looking for a parking space downstairs.",17
23898,KRAMER, ..The busboy's coming! The busboy's coming!,17
23899,GEORGE, The busboy's coming?,17
23900,JERRY, You don't mean here?,17
23901,KRAMER, Yeah. I just buzzed him in. He's on his way up..,17
23902,GEORGE, He's coming up?!  I'll check you out later.,17
23903,JERRY, Where are you going?,17
23904,GEORGE, I'm the one he wants! He's coming to settle the score.,17
23905,JERRY,  No. You three all know each other. There's no point in me getting involved at this stage of the game.,17
23906,KRAMER," No, he's not going to do anything. I guarantee it.",17
23907,GEORGE," Oh, the hell with it. Let him kill me. I..",17
23908,KRAMER, Antonio. In here!,17
23909,GEORGE,"  Hey, Antonio. How's it going?",17
23910,ANTONIO," Three nights ago, a gas main beneath the restaurant exploded, killing five people in my section, including the busboy who replaced me. If I am not fired that night because of you and your thoughtless, stupid, insensitive remarks, it would have been me. You saved my life. ",17
23911,GEORGE,"  Ah, come on..",17
23912,ELAINE,  Yeah?,17
23913,ED, It's Eddie.,17
23914,ELAINE, He's coming up.  He's coming up..,17
23915,ANTONIO," And that very same night of the accident, while looking for Pequita, I found a job in a restaurant where they pay me almost twice what I was making before - and when I returned to the apartment, Pequita, perhaps frightened from the explosion, had miraculously returned. Well, but now, I must go, for today I am starting my new and wonderful job. And I am very late. Thank you, thank you, thank you all. ",17
23916,ED," Hey, watch were you're going. You almost knocked my head off!",17
23917,ANTONIO," Hey, why don't you watch where you're going, okay? 'Cause you bumped into me!",17
23918,ED," Who do you think you're talking to, pal?",17
23919,ANTONIO," Hey, get your hands off me!",17
23920,ED, Go to hell!,17
23921,JERRY, He'll get another job. He's a busboy!,17
23922,GEORGE, It won't for a while. At least not until after the cast comes off.,17
23923,JERRY, It was that fall down the stairs. That's what did it.,17
23924,GEORGE, That's not how it happened. It's when he fell on him with his knee.,17
23925,ELAINE," Oh, that was awful. Poor Antonio.  ..Thanks.",17
23926,GEORGE," So, much longer?",17
23927,ELAINE," Till when - till he goes back to Seattle, or till he can feed himself?",17
23928,GEORGE,  I guess it's not important.,17
23929,ELAINE, Take care of yourselves. ,17
23930,GEORGE," I should probably get going too. If I don't feed Pequita by seven, she goes all over everything.. take it easy.",17
23931,JERRY, Yeah..  How ya doing?,17
23932,JERRY," First of all, I can't believe that people actually do fight. People have fist fights in life. I can't really believe that we have boxing either. It's really kind of an amazing thing. To me, the problem with boxing is - you have two guys having a fight that have no prior argument. Why don't they have the boxers come into the ring in little cars, drive around a bit, have a little accident? They get out, ""Didn't you see my signal?"" ""Look at that fender!"" ..Then you'd see a real fight.",17
23933,GEORGE,"  Maura, I, uh- I want you to know... I-I've given this a lot of thought. I'm sorry, but... we, uh, we have to break up.",170
23934,MAURA, No. ,170
23935,GEORGE,  What's that?,170
23936,MAURA, We're not breaking up. ,170
23937,GEORGE,  W-we're not?,170
23938,MAURA, No. ,170
23939,GEORGE, All right ,170
23940,JERRY, She said no?,170
23941,GEORGE, She said no.,170
23942,JERRY, What did you do?,170
23943,GEORGE, What could I do?! We fooled around and went to a movie!,170
23944,JERRY," George, both parties don't have to consent to a break-up. It's not like you're launching missiles from a submarine and you both have to turn your keys. Obviously, you didn't make a convincing case. Let me hear your arguments.",170
23945,GEORGE," Well, I don't really like her.",170
23946,JERRY, That's good.,170
23947,GEORGE, I don't find her attractive.,170
23948,JERRY, Solid.,170
23949,GEORGE, I'd like to sleep with a LOT of other women.,170
23950,JERRY, Always popular.,170
23951,GEORGE, Sometimes at restaurants she talks to her food,170
23952,JERRY, You have an airtight case!,170
23953,GEORGE, And in bed--,170
23954,JERRY, I'm afraid we're out of time.,170
23955,JERRY, Hey.,170
23956,GEORGE, What?,170
23957,JERRY," Check these out. These are Jerry Lewis' old cufflinks that he actually wore in the movie ""Cinderfella"". I got 'em at an auction.",170
23958,GEORGE, I got some cufflinks I could've loaned you.,170
23959,JERRY," No, Jerry Lewis is gonna be at this Friar's Club roast I'm goin' to next week. Now I have an in to strike up a conversation with him.",170
23960,GEORGE, You already have an in. You have the same first name!...  'Jerry'!,170
23961,JERRY," Oh, that'll intrigue him.",170
23962,GEORGE," Well, it worked when I met George Peppard last week.",170
23963,JERRY, George Peppard has been dead for years.,170
23964,GEORGE," Well, whoever he was, he knew a lot about The A-Team!",170
23965,GLENN, So you would choose your last meal based on the method of execution?,170
23966,ELAINE," Right, right. I mean, if I was getting the chair, I'd go for something... hot and spicy, you know... Thai, maybe Mexican. Lethal injection, feels like pasta... you know, painless, don't want anything too heavy...",170
23967,GLENN," So, um, why don't we get together some time?",170
23968,ELAINE," Oh, sure! Why don't you give me your number?",170
23969,GLENN, I think it'd be better if I called you.,170
23970,ELAINE, Oh. OK. Maybe we could grab some lunch sometime. D-do you work around here or-?,170
23971,GLENN," Mm mm... no, not really.",170
23972,ELAINE," So, is there anything you can tell me about yourself?",170
23973,GLENN,  I think you're very beautiful.,170
23974,ELAINE,  Oh  That'll do! ,170
23975,JERRY, What about Puddy?,170
23976,ELAINE," I haven't talked to him in, like, three weeks... I THINK it might be over...",170
23977,JERRY,"  So, what's this guy about?",170
23978,ELAINE," I don't know. He wouldn't tell me his phone number, where he worked... I'll bet he's in a relationship.",170
23979,JERRY," Or he's a crime fighter safeguarding his secret identity! Elaine, you could be dating the Green Lantern!",170
23980,ELAINE, Which one is he?,170
23981,JERRY," Green suit, power ring.",170
23982,ELAINE, I don't care for jewellery on men ,170
23983,KRAMER, Hey. It happened again.  Another robbery in the building.,170
23984,JERRY, So you bought a cooler?,170
23985,KRAMER," No, it's a strongbox to protect my irreplaceables.",170
23986,ELAINE, And... what would those be?,170
23987,KRAMER," Some taxidermy that's been in my family for generations, my Tony, my... military discharge.",170
23988,JERRY,  You were in the Army?,170
23989,KRAMER," Y- B-briefly. Now, I gotta find a good place to hide this key. Because if somebody finds this, they hold the key to all my possessions. ",170
23990,ELAINE, Literally.,170
23991,KRAMER,  'Literally'? What's THAT supposed to mean?  You mind if I hide this somewhere?,170
23992,JERRY," No, go ahead.",170
23993,KRAMER,"  A little... privacy, uh?",170
23994,JERRY," Oh, come on!",170
23995,ELAINE, Oh!,170
23996,KRAMER," Come on, Jerry, this is a security issue!  Boy, you wouldn't last a DAY in the Army.",170
23997,JERRY,  How long did you last? ,170
23998,KRAMER," Well, that's classified.",170
23999,ELAINE," Hey, what if he's married?",170
24000,JERRY, Kramer?!,170
24001,ELAINE," No, the Green Lantern.",170
24002,KRAMER,  OK!,170
24003,JERRY," So, you would date a married guy? That's so hacky.",170
24004,ELAINE," Well, I don't know. I may never marry. It might be the closest I get.",170
24005,KRAMER,  You peeked!,170
24006,JERRY, THIS is your hiding place?! ,170
24007,KRAMER, It was under a spoon!,170
24008,GEORGE," And so, for all these reasons, we are officially broken up.  Thank you,  and good night.",170
24009,MAURA," No, George, we're not.",170
24010,GEORGE,  But I proved it!,170
24011,MAURA, I refuse to give up on this relationship. It's like... launching missiles from a submarine. Both of us have to turn our keys.,170
24012,GEORGE," Well, then, I am gonna have to ask you to turn your key.",170
24013,MAURA,"  I'm sorry, George, I can't do that.",170
24014,GEORGE,"  Turn your key, Maura. Turn your key!",170
24015,ELAINE," So, how is a guy like you not involved?",170
24016,GLENN, I might ask you the same thing.,170
24017,ELAINE,"  That's true, maybe he's not married.",170
24018,ELAINE," Oh, that is so sweet.",170
24019,ELAINE,  How long do I have to hold this?,170
24020,GLENN,"  Oh, no.",170
24021,ELAINE, Who is it?,170
24022,GLENN," Um, uh, no one, no one.  Here, uh, let me show you a short cut. Come on. Come on.",170
24023,ELAINE,"  Married. That's it, I'm chucking the flower. ",170
24024,ELAINE,  Jerry! Jerry!,170
24025,JERRY," Elaine, what are you doin' down there?",170
24026,ELAINE, You didn't hear me buzzing?,170
24027,JERRY," Oh, I guess it's broken!",170
24028,ELAINE, Throw down your key.,170
24029,JERRY, It's liable to bounce and go into a sewer.,170
24030,ELAINE, I'll catch it!,170
24031,JERRY, You'll chicken out at the last second.,170
24032,ELAINE," ...Yeah, you're right. Well, will you at least keep me company until somebody comes out?",170
24033,JERRY,"  All right.  Hey, you know what's weird?",170
24034,ELAINE, Huh?,170
24035,JERRY, I used to be able to have a huge meal and go right to sleep. But I can't anymore.,170
24036,ELAINE," Nodding off!... Well, I was right. He's an adulterer. And he's cheating on his wife with me!",170
24037,JERRY, All right.,170
24038,JERRY, Here! I'm gonna try and fix the buzzer.,170
24039,ELAINE,  It went in the sewer! ,170
24040,JERRY, Hey...,170
24041,KRAMER,  What are you doin'?,170
24042,JERRY,  You jammed your key in here? You shorted out my intercom!,170
24043,KRAMER,"  You just had to go lookin' for it, didn't you? See, you hate it that I have a little secret. Anything I do -- oooh, oooh! -- you gotta know all about it. You're so OBSESSED with me.",170
24044,JERRY, I'm gonna go let Elaine in. ,170
24045,KRAMER," Oo, y- what are you doing with her? ",170
24046,JERRY,  Kramer!,170
24047,KRAMER,  Security issue!,170
24048,JERRY," Oh, hey. You got in.",170
24049,ELAINE," Yeah, flirted with the menu guy. Here. ",170
24050,JERRY,"  Oh, thanks.",170
24051,KRAMER,  That wasn't me!,170
24052,JERRY," So, he's definitely married, huh?",170
24053,ELAINE, Uh...,170
24054,JERRY," Boy, I would love to have been there when you told him off.",170
24055,JERRY," Oh, come on!",170
24056,ELAINE," Well, he could be a superhero! You should've seen him run.",170
24057,KRAMER,  OK! ,170
24058,KRAMER," All right, Jerry. Let's see if you can get it in your head that this is not an Easter egg hunt for your childish amusement. ",170
24059,GEORGE,  Jerry!,170
24060,JERRY,"  George, the buzzer's broken! I'll come down!",170
24061,JERRY,  I believe this belongs to you.,170
24062,KRAMER, Heyyyy! ,170
24063,JERRY,  Where did you get that?,170
